bench,watts,kwh,exit,error,cycles,instructions,r533f00,cache-references,cache-misses,seconds
swaptions,340.176351,0.000467,0,0,7401.445675,16282657612,17005766205,6847578350,4614789128,517297,7.409679544
swaptions,339.852027,0.000463,0,0,7401.445675,16282657612,17005766205,6847578350,4614789128,517297,7.409679544
freqmine,339.461905,0.000067,0,704318672691,23976.843635,52742973441,93387086886,3103025667,24210188652,35186136,24.002595422
freqmine,339.290476,0.000067,0,704318672691,23976.843635,52742973441,93387086886,3103025667,24210188652,35186136,24.002595422
freqmine,339.390476,0.000067,0,704318672691,23976.843635,52742973441,93387086886,3103025667,24210188652,35186136,24.002595422
freqmine,340.552381,0.000067,0,704318672691,23976.843635,52742973441,93387086886,3103025667,24210188652,35186136,24.002595422
freqmine,338.990476,0.000067,0,704318672691,23976.843635,52742973441,93387086886,3103025667,24210188652,35186136,24.002595422
freqmine,338.985714,0.000067,0,704318672691,23976.843635,52742973441,93387086886,3103025667,24210188652,35186136,24.002595422
freqmine,340.152381,0.000067,0,704318672691,23976.843635,52742973441,93387086886,3103025667,24210188652,35186136,24.002595422
freqmine,337.971429,0.000063,0,704318672691,23976.843635,52742973441,93387086886,3103025667,24210188652,35186136,24.002595422
freqmine,342.718182,0.000067,0,704318672691,23976.843635,52742973441,93387086886,3103025667,24210188652,35186136,24.002595422
freqmine,339.909524,0.000067,0,704318672691,23976.843635,52742973441,93387086886,3103025667,24210188652,35186136,24.002595422
fluidanimate,340.251316,0.000240,0,0,3904.721526,8588609166,9775545842,4689809249,2735730337,265476,3.910028273
fluidanimate,340.450000,0.000237,0,0,3904.721526,8588609166,9775545842,4689809249,2735730337,265476,3.910028273
fluidanimate,340.290789,0.000237,0,0,3904.721526,8588609166,9775545842,4689809249,2735730337,265476,3.910028273
fluidanimate,340.242667,0.000237,0,0,3904.721526,8588609166,9775545842,4689809249,2735730337,265476,3.910028273
fluidanimate,340.497333,0.000237,0,0,3904.721526,8588609166,9775545842,4689809249,2735730337,265476,3.910028273
fluidanimate,341.070667,0.000237,0,0,3904.721526,8588609166,9775545842,4689809249,2735730337,265476,3.910028273
fluidanimate,340.342667,0.000237,0,0,3904.721526,8588609166,9775545842,4689809249,2735730337,265476,3.910028273
fluidanimate,340.858667,0.000237,0,0,3904.721526,8588609166,9775545842,4689809249,2735730337,265476,3.910028273
fluidanimate,340.621053,0.000240,0,0,3904.721526,8588609166,9775545842,4689809249,2735730337,265476,3.910028273
fluidanimate,341.975000,0.000240,0,0,3904.721526,8588609166,9775545842,4689809249,2735730337,265476,3.910028273
bzip2,332.600000,0.000010,0,0,189.792370,408662987,655421063,6629,139718281,15766,0.190898423
bzip2,332.633333,0.000010,0,0,189.792370,408662987,655421063,6629,139718281,15766,0.190898423
bzip2,332.400000,0.000010,0,0,189.792370,408662987,655421063,6629,139718281,15766,0.190898423
bzip2,332.033333,0.000010,0,0,189.792370,408662987,655421063,6629,139718281,15766,0.190898423
bzip2,332.433333,0.000010,0,0,189.792370,408662987,655421063,6629,139718281,15766,0.190898423
bzip2,332.433333,0.000010,0,0,189.792370,408662987,655421063,6629,139718281,15766,0.190898423
bzip2,332.400000,0.000010,0,0,189.792370,408662987,655421063,6629,139718281,15766,0.190898423
bzip2,332.800000,0.000010,0,0,189.792370,408662987,655421063,6629,139718281,15766,0.190898423
bzip2,332.466667,0.000010,0,0,189.792370,408662987,655421063,6629,139718281,15766,0.190898423
bzip2,332.233333,0.000010,0,0,189.792370,408662987,655421063,6629,139718281,15766,0.190898423
fluidanimate,340.388889,0.000227,0,0,3738.581332,8223162202,9641094519,4640722435,2623420087,276245,3.743474672
fluidanimate,340.706944,0.000227,0,0,3738.581332,8223162202,9641094519,4640722435,2623420087,276245,3.743474672
fluidanimate,340.581944,0.000227,0,0,3738.581332,8223162202,9641094519,4640722435,2623420087,276245,3.743474672
fluidanimate,340.615278,0.000227,0,0,3738.581332,8223162202,9641094519,4640722435,2623420087,276245,3.743474672
fluidanimate,340.281944,0.000227,0,0,3738.581332,8223162202,9641094519,4640722435,2623420087,276245,3.743474672
fluidanimate,340.575000,0.000227,0,0,3738.581332,8223162202,9641094519,4640722435,2623420087,276245,3.743474672
fluidanimate,340.302778,0.000227,0,0,3738.581332,8223162202,9641094519,4640722435,2623420087,276245,3.743474672
fluidanimate,340.546575,0.000227,0,0,3738.581332,8223162202,9641094519,4640722435,2623420087,276245,3.743474672
fluidanimate,340.251389,0.000223,0,0,3738.581332,8223162202,9641094519,4640722435,2623420087,276245,3.743474672
fluidanimate,340.187500,0.000227,0,0,3738.581332,8223162202,9641094519,4640722435,2623420087,276245,3.743474672
swaptions,340.068462,0.000407,0,0,6501.456202,14302692502,15634150086,5719360856,4047697939,2675174,6.508696337
swaptions,339.889147,0.000407,0,0,6501.456202,14302692502,15634150086,5719360856,4047697939,2675174,6.508696337
swaptions,339.182308,0.000407,0,0,6501.456202,14302692502,15634150086,5719360856,4047697939,2675174,6.508696337
swaptions,338.807692,0.000407,0,0,6501.456202,14302692502,15634150086,5719360856,4047697939,2675174,6.508696337
swaptions,339.509302,0.000407,0,0,6501.456202,14302692502,15634150086,5719360856,4047697939,2675174,6.508696337
swaptions,340.729231,0.000410,0,0,6501.456202,14302692502,15634150086,5719360856,4047697939,2675174,6.508696337
swaptions,340.351538,0.000407,0,0,6501.456202,14302692502,15634150086,5719360856,4047697939,2675174,6.508696337
swaptions,340.150769,0.000407,0,0,6501.456202,14302692502,15634150086,5719360856,4047697939,2675174,6.508696337
swaptions,340.429457,0.000407,0,0,6501.456202,14302692502,15634150086,5719360856,4047697939,2675174,6.508696337
swaptions,339.960769,0.000407,0,0,6501.456202,14302692502,15634150086,5719360856,4047697939,2675174,6.508696337
bzip2,334.000000,0.000010,0,0,190.226245,404281196,649579576,6664,138329935,23513,0.191308485
bzip2,333.966667,0.000010,0,0,190.226245,404281196,649579576,6664,138329935,23513,0.191308485
bzip2,334.300000,0.000010,0,0,190.226245,404281196,649579576,6664,138329935,23513,0.191308485
bzip2,334.066667,0.000010,0,0,190.226245,404281196,649579576,6664,138329935,23513,0.191308485
bzip2,335.166667,0.000010,0,0,190.226245,404281196,649579576,6664,138329935,23513,0.191308485
bzip2,337.600000,0.000010,0,0,190.226245,404281196,649579576,6664,138329935,23513,0.191308485
bzip2,335.766667,0.000010,0,0,190.226245,404281196,649579576,6664,138329935,23513,0.191308485
bzip2,336.100000,0.000010,0,0,190.226245,404281196,649579576,6664,138329935,23513,0.191308485
bzip2,336.400000,0.000010,0,0,190.226245,404281196,649579576,6664,138329935,23513,0.191308485
bzip2,335.900000,0.000010,0,0,190.226245,404281196,649579576,6664,138329935,23513,0.191308485
swaptions,336.956061,0.000410,0,0,6663.504147,14652775475,15774843741,5763540634,4137497837,2224489,6.670883241
swaptions,338.022727,0.000413,0,0,6663.504147,14652775475,15774843741,5763540634,4137497837,2224489,6.670883241
swaptions,337.745865,0.000413,0,0,6663.504147,14652775475,15774843741,5763540634,4137497837,2224489,6.670883241
swaptions,338.127273,0.000410,0,0,6663.504147,14652775475,15774843741,5763540634,4137497837,2224489,6.670883241
swaptions,339.060606,0.000413,0,0,6663.504147,14652775475,15774843741,5763540634,4137497837,2224489,6.670883241
swaptions,339.433333,0.000417,0,0,6663.504147,14652775475,15774843741,5763540634,4137497837,2224489,6.670883241
swaptions,339.059398,0.000417,0,0,6663.504147,14652775475,15774843741,5763540634,4137497837,2224489,6.670883241
swaptions,338.807576,0.000413,0,0,6663.504147,14652775475,15774843741,5763540634,4137497837,2224489,6.670883241
swaptions,338.290909,0.000413,0,0,6663.504147,14652775475,15774843741,5763540634,4137497837,2224489,6.670883241
swaptions,338.600758,0.000413,0,0,6663.504147,14652775475,15774843741,5763540634,4137497837,2224489,6.670883241
bzip2,335.733333,0.000010,0,0,208.109238,457710911,642865519,15769,211584471,26934,0.209125695
bzip2,334.050000,0.000013,0,0,208.109238,457710911,642865519,15769,211584471,26934,0.209125695
bzip2,332.050000,0.000010,0,0,208.109238,457710911,642865519,15769,211584471,26934,0.209125695
bzip2,335.700000,0.000010,0,0,208.109238,457710911,642865519,15769,211584471,26934,0.209125695
bzip2,336.066667,0.000010,0,0,208.109238,457710911,642865519,15769,211584471,26934,0.209125695
bzip2,333.000000,0.000010,0,0,208.109238,457710911,642865519,15769,211584471,26934,0.209125695
bzip2,336.233333,0.000010,0,0,208.109238,457710911,642865519,15769,211584471,26934,0.209125695
bzip2,336.400000,0.000010,0,0,208.109238,457710911,642865519,15769,211584471,26934,0.209125695
bzip2,334.350000,0.000013,0,0,208.109238,457710911,642865519,15769,211584471,26934,0.209125695
bzip2,334.675000,0.000010,0,0,208.109238,457710911,642865519,15769,211584471,26934,0.209125695
bzip2,332.533333,0.000010,0,0,192.428746,423232306,634866907,14387,139808141,31773,0.193595300
bzip2,334.066667,0.000010,0,0,192.428746,423232306,634866907,14387,139808141,31773,0.193595300
bzip2,332.833333,0.000010,0,0,192.428746,423232306,634866907,14387,139808141,31773,0.193595300
bzip2,332.633333,0.000010,0,0,192.428746,423232306,634866907,14387,139808141,31773,0.193595300
bzip2,332.833333,0.000010,0,0,192.428746,423232306,634866907,14387,139808141,31773,0.193595300
bzip2,332.233333,0.000010,0,0,192.428746,423232306,634866907,14387,139808141,31773,0.193595300
bzip2,333.033333,0.000010,0,0,192.428746,423232306,634866907,14387,139808141,31773,0.193595300
bzip2,332.666667,0.000010,0,0,192.428746,423232306,634866907,14387,139808141,31773,0.193595300
bzip2,332.400000,0.000010,0,0,192.428746,423232306,634866907,14387,139808141,31773,0.193595300
bzip2,332.933333,0.000010,0,0,192.428746,423232306,634866907,14387,139808141,31773,0.193595300
fluidanimate,340.270667,0.000233,0,0,3835.995899,8430655080,9778632982,4668193389,2702055425,293552,3.851025757
fluidanimate,340.129333,0.000237,0,0,3835.995899,8430655080,9778632982,4668193389,2702055425,293552,3.851025757
fluidanimate,340.606667,0.000237,0,0,3835.995899,8430655080,9778632982,4668193389,2702055425,293552,3.851025757
fluidanimate,340.790667,0.000237,0,0,3835.995899,8430655080,9778632982,4668193389,2702055425,293552,3.851025757
fluidanimate,339.994667,0.000233,0,0,3835.995899,8430655080,9778632982,4668193389,2702055425,293552,3.851025757
fluidanimate,340.576000,0.000237,0,0,3835.995899,8430655080,9778632982,4668193389,2702055425,293552,3.851025757
fluidanimate,340.773333,0.000237,0,0,3835.995899,8430655080,9778632982,4668193389,2702055425,293552,3.851025757
fluidanimate,341.544737,0.000240,0,0,3835.995899,8430655080,9778632982,4668193389,2702055425,293552,3.851025757
fluidanimate,341.479730,0.000233,0,0,3835.995899,8430655080,9778632982,4668193389,2702055425,293552,3.851025757
fluidanimate,341.440000,0.000237,0,0,3835.995899,8430655080,9778632982,4668193389,2702055425,293552,3.851025757
bzip2,332.966667,0.000010,0,0,188.318899,408716190,656113442,6671,141550233,11189,0.189371476
bzip2,332.733333,0.000010,0,0,188.318899,408716190,656113442,6671,141550233,11189,0.189371476
bzip2,332.666667,0.000010,0,0,188.318899,408716190,656113442,6671,141550233,11189,0.189371476
bzip2,332.266667,0.000010,0,0,188.318899,408716190,656113442,6671,141550233,11189,0.189371476
bzip2,332.766667,0.000010,0,0,188.318899,408716190,656113442,6671,141550233,11189,0.189371476
bzip2,332.233333,0.000010,0,0,188.318899,408716190,656113442,6671,141550233,11189,0.189371476
bzip2,332.866667,0.000010,0,0,188.318899,408716190,656113442,6671,141550233,11189,0.189371476
bzip2,332.400000,0.000010,0,0,188.318899,408716190,656113442,6671,141550233,11189,0.189371476
bzip2,332.800000,0.000010,0,0,188.318899,408716190,656113442,6671,141550233,11189,0.189371476
bzip2,332.733333,0.000010,0,0,188.318899,408716190,656113442,6671,141550233,11189,0.189371476
freqmine,337.042857,0.000063,0,703915072521,23975.872425,52740646022,93623620249,3109920751,24244366780,34901201,24.001546402
freqmine,336.861905,0.000063,0,703915072521,23975.872425,52740646022,93623620249,3109920751,24244366780,34901201,24.001546402
freqmine,338.133333,0.000063,0,703915072521,23975.872425,52740646022,93623620249,3109920751,24244366780,34901201,24.001546402
freqmine,338.361905,0.000063,0,703915072521,23975.872425,52740646022,93623620249,3109920751,24244366780,34901201,24.001546402
freqmine,339.104762,0.000063,0,703915072521,23975.872425,52740646022,93623620249,3109920751,24244366780,34901201,24.001546402
freqmine,338.385714,0.000063,0,703915072521,23975.872425,52740646022,93623620249,3109920751,24244366780,34901201,24.001546402
freqmine,339.447619,0.000063,0,703915072521,23975.872425,52740646022,93623620249,3109920751,24244366780,34901201,24.001546402
freqmine,338.676190,0.000063,0,703915072521,23975.872425,52740646022,93623620249,3109920751,24244366780,34901201,24.001546402
freqmine,339.266667,0.000067,0,703915072521,23975.872425,52740646022,93623620249,3109920751,24244366780,34901201,24.001546402
freqmine,340.795238,0.000067,0,703915072521,23975.872425,52740646022,93623620249,3109920751,24244366780,34901201,24.001546402
swaptions,338.719136,0.000507,0,0,8106.048536,17832406812,18247320207,7891618060,5137768319,567197,8.114896700
swaptions,338.137037,0.000507,0,0,8106.048536,17832406812,18247320207,7891618060,5137768319,567197,8.114896700
swaptions,338.403086,0.000507,0,0,8106.048536,17832406812,18247320207,7891618060,5137768319,567197,8.114896700
swaptions,338.372222,0.000507,0,0,8106.048536,17832406812,18247320207,7891618060,5137768319,567197,8.114896700
swaptions,339.036420,0.000507,0,0,8106.048536,17832406812,18247320207,7891618060,5137768319,567197,8.114896700
swaptions,339.525926,0.000507,0,0,8106.048536,17832406812,18247320207,7891618060,5137768319,567197,8.114896700
swaptions,340.223457,0.000507,0,0,8106.048536,17832406812,18247320207,7891618060,5137768319,567197,8.114896700
swaptions,339.616667,0.000507,0,0,8106.048536,17832406812,18247320207,7891618060,5137768319,567197,8.114896700
swaptions,339.530247,0.000507,0,0,8106.048536,17832406812,18247320207,7891618060,5137768319,567197,8.114896700
swaptions,339.230864,0.000507,0,0,8106.048536,17832406812,18247320207,7891618060,5137768319,567197,8.114896700
bzip2,330.100000,0.000007,0,0,184.863193,402353585,652347458,6605,140781692,13999,0.185937530
bzip2,330.966667,0.000010,0,0,184.863193,402353585,652347458,6605,140781692,13999,0.185937530
bzip2,331.533333,0.000010,0,0,184.863193,402353585,652347458,6605,140781692,13999,0.185937530
bzip2,332.166667,0.000010,0,0,184.863193,402353585,652347458,6605,140781692,13999,0.185937530
bzip2,331.933333,0.000010,0,0,184.863193,402353585,652347458,6605,140781692,13999,0.185937530
bzip2,331.933333,0.000010,0,0,184.863193,402353585,652347458,6605,140781692,13999,0.185937530
bzip2,331.900000,0.000010,0,0,184.863193,402353585,652347458,6605,140781692,13999,0.185937530
bzip2,332.200000,0.000010,0,0,184.863193,402353585,652347458,6605,140781692,13999,0.185937530
bzip2,331.933333,0.000010,0,0,184.863193,402353585,652347458,6605,140781692,13999,0.185937530
bzip2,331.933333,0.000010,0,0,184.863193,402353585,652347458,6605,140781692,13999,0.185937530
swaptions,339.873632,0.000630,0,0,10103.260968,22225763648,25777306483,10613614371,7018889043,3783083,10.114019673
swaptions,339.295522,0.000630,0,0,10103.260968,22225763648,25777306483,10613614371,7018889043,3783083,10.114019673
swaptions,339.208955,0.000630,0,0,10103.260968,22225763648,25777306483,10613614371,7018889043,3783083,10.114019673
swaptions,338.985075,0.000630,0,0,10103.260968,22225763648,25777306483,10613614371,7018889043,3783083,10.114019673
swaptions,339.385500,0.000630,0,0,10103.260968,22225763648,25777306483,10613614371,7018889043,3783083,10.114019673
swaptions,340.484000,0.000630,0,0,10103.260968,22225763648,25777306483,10613614371,7018889043,3783083,10.114019673
swaptions,339.723000,0.000630,0,0,10103.260968,22225763648,25777306483,10613614371,7018889043,3783083,10.114019673
swaptions,339.414000,0.000627,0,0,10103.260968,22225763648,25777306483,10613614371,7018889043,3783083,10.114019673
swaptions,339.356219,0.000630,0,0,10103.260968,22225763648,25777306483,10613614371,7018889043,3783083,10.114019673
swaptions,339.043000,0.000627,0,0,10103.260968,22225763648,25777306483,10613614371,7018889043,3783083,10.114019673
fluidanimate,340.405634,0.000223,0,0,3680.738898,8095744457,9581522573,4658705153,2585325754,309154,3.694697048
fluidanimate,340.316901,0.000223,0,0,3680.738898,8095744457,9581522573,4658705153,2585325754,309154,3.694697048
fluidanimate,340.253521,0.000223,0,0,3680.738898,8095744457,9581522573,4658705153,2585325754,309154,3.694697048
fluidanimate,340.092958,0.000223,0,0,3680.738898,8095744457,9581522573,4658705153,2585325754,309154,3.694697048
fluidanimate,340.725352,0.000223,0,0,3680.738898,8095744457,9581522573,4658705153,2585325754,309154,3.694697048
fluidanimate,341.439437,0.000227,0,0,3680.738898,8095744457,9581522573,4658705153,2585325754,309154,3.694697048
fluidanimate,341.692958,0.000227,0,0,3680.738898,8095744457,9581522573,4658705153,2585325754,309154,3.694697048
fluidanimate,342.083099,0.000227,0,0,3680.738898,8095744457,9581522573,4658705153,2585325754,309154,3.694697048
fluidanimate,342.045070,0.000227,0,0,3680.738898,8095744457,9581522573,4658705153,2585325754,309154,3.694697048
fluidanimate,342.095775,0.000223,0,0,3680.738898,8095744457,9581522573,4658705153,2585325754,309154,3.694697048
blackscholes,333.007061503,0.0405,0,0,963681322941,759844691381,440277963193,165728320541,140040400,439
bodytrack,339.41884058,0.0325,0,0,733091005874,781067817081,405865777512,127287608572,245673468,345
facesim,0.0,0.0,0,0,16560559,14789833,1693208,4697405,74581,0.0
ferret,350.532950192,0.0507,0,0,1588471176139,1748909071671,508858865217,567858426857,100044775,522
fluidanimate,337.591076923,0.0608,0,0,1433302012584,1677896998422,1002609778300,484568539692,21997404,650
freqmine,342.344051826,0.0806,0,0,1848878873062,2450052339453,49431788,791028342362,66097064,849
raytrace,341.426190476,0.0358,0,0,834912012589,1204834722923,646652063937,244447040716,841572881,378
swaptions,335.989482759,0.054,0,0,1277170247920,1458456204847,613924489347,361402521432,150688646,580
vips,338.053218884,0.0219,0,0,506403393629,770985463673,204387614153,143861054265,203743614,233
sleep2,325.0,0.0001,0,0,1068673,628101,1790,238757,9261,1
sleep5,327.375,0.0004,0,0,1069525,606630,1774,256435,10316,4
sleep10,326.233333333,0.0008,0,0,1021646,626510,1721,247746,10388,9
sleep30,323.475862069,0.0026,0,0,1019901,649767,1785,237688,9336,29
sleep60,321.937288136,0.0052,0,0,1037259,618201,1769,229123,9201,59
blackscholes,334.313501144,0.0405,0,0,962242554271,759823452448,440248110213,159457388792,129664715,437
bodytrack,336.672543353,0.0323,0,0,733724456347,781057881137,405865621890,127240780364,193147096,346
facesim,0.0,0.0,0,0,16043941,14867195,1688548,4719060,73992,0.0
ferret,347.481417625,0.0503,0,0,1608827613673,1748979636562,508724194111,567547428624,101952537,522
fluidanimate,337.980585516,0.0609,0,0,1438777004290,1677905068279,1003486864457,484679953040,21736128,649
freqmine,342.425707547,0.0805,0,0,1843800403467,2450061993769,49425812,791415640031,66253490,848
raytrace,341.849867374,0.0358,0,0,831780621631,1204809370390,646658574964,245001617881,937017963,377
swaptions,336.156747405,0.0539,0,0,1274440983375,1458375779265,613619457154,362297763899,48489018,578
vips,338.945106383,0.0221,0,0,497932290315,770623602908,203161466196,144316491452,206477267,235
sleep2,325.3,0.0,0,0,1057931,621206,1792,232246,9312,1
sleep5,325.0,0.0003,0,0,1061374,617416,1746,221495,9137,4
sleep10,324.377777778,0.0008,0,0,956587,609894,1735,237629,9774,9
sleep30,323.289655172,0.0026,0,0,1075075,644843,1736,228295,9522,29
sleep60,322.161016949,0.0053,0,0,1116455,642621,1733,234232,9589,59
blackscholes,333.797266515,0.0407,0,0,978537944311,759853135482,448108538602,159681951945,130110732,439
bodytrack,340.417971014,0.0326,0,0,734430891707,781078301944,405901756994,127221390140,214104415,345
facesim,0.0,0.0,0,0,15865765,14759180,1691132,4682768,73876,0.0
400.perlbench,343.927325581,0.0164,0,0,363205546396,673460255215,198103220,168940598894,448530688,172
401.bzip2,341.48503937,0.0121,0,0,280624033346,319812916322,268031,105223223290,6408514,127
403.gcc,341.170833333,0.0023,0,0,55270414187,52882913988,501470091,19001587893,137057463,24
410.bwaves,345.140725389,0.1848,0,0,4237316105602,3340156118640,1608974718204,785753595114,86869305,1930
416.gamess,344.312741313,0.0247,0,0,568989187150,1047126415135,404543004871,212818566730,122987990,259
429.mcf,344.20060241,0.0951,0,0,2117183253301,303695508258,4429256,122279702747,42132139,996
433.milc,348.169967532,0.0595,0,0,1361085107228,1181353371826,850005142260,211799352223,29960505,616
434.zeusmp,343.000908059,0.0839,0,0,1942840268672,1805419511735,1596582662098,407497075587,46809057,881
435.gromacs,341.240861467,0.0813,0,0,1891264738863,2160419213985,1734939474915,416863263346,60722123,859
436.cactusADM,343.065287518,0.1357,0,0,3133609562731,2730087227455,2830219681072,649952731741,99446625,1426
437.leslie3d,348.251324965,0.0693,0,0,1569704929576,1551526352154,1059334560787,321208209593,42223855,717
444.namd,341.838700565,0.0671,0,0,1556051397196,2257288024298,1682197205095,466800570445,30132681,708
445.gobmk,341.908088235,0.0129,0,0,299407520238,323819168201,1723948132,144389853031,639965759,136
450.soplex,345.098675497,0.0289,0,0,643362986038,358494728333,128977762038,102926641824,17581665,302
453.povray,343.569135802,0.0309,0,0,713862677233,945909381078,347548355646,279604811656,1312346898,324
454.calculix,342.999508082,0.1354,0,0,3130626046436,6166081367888,3715717501412,1344503685294,201472325,1423
456.hmmer,345.001201923,0.0398,0,0,915193135250,1878847157364,17603610038,284255339691,30323193,416
458.sjeng,342.556622517,0.0861,0,0,1996773046731,2200085290815,1221094,981587003984,455529921,906
459.GemsFDTD,349.20521542,0.0854,0,0,1925374860097,1566606447376,1173916753733,280276041570,43114955,882
462.libquantum,348.936419753,0.0941,0,0,2096058789720,1856427541448,4331708084,643820893885,35091747,972
464.h264ref,343.535463259,0.0895,0,0,2056952424155,2426423692805,1438263416,512591933779,562704357,939
465.tonto,341.581667728,0.1489,0,0,3471179796415,3147373470456,1734083749913,806146473044,1584069489,1571
470.lbm,348.779901961,0.079,0,0,1797592416770,1261010132344,1219123374595,207620646064,29699997,816
471.omnetpp,344.322693727,0.0518,0,0,1156254727500,588222734645,60116420268,201985211961,2200652189,542
473.astar,341.430023641,0.0401,0,0,934367239164,815560161952,133140874,361211047283,20556701,423
481.wrf,0.0,0.0,0,0,593370968,711694385,107167259,154949631,161652,0.0
482.sphinx3,337.783149873,0.1107,0,0,2595951183221,3349740098022,2190608682991,770495377859,202291716,1181
998.specrand,0.0,0.0,0,0,350025649,563269510,20079782,161604673,1484586,0.0
999.specrand,0.0,0.0,0,0,362873259,563235015,20069938,161784725,1479227,0.0
